Pattner Name 	Contrast 	 	Correlation 	 	Energy 	 	Entropy 	 	Homogeneity
 	Current 	 Normalized 	Current 	 Normalized 	Current 	 Normalized 	Current 	 Normalized 	Current 	 Normalized 	
pat120701_0	87026561.0	0.543886310057	3563588196.69	0.374078941843	497.799156287	0.800841991815	-499942.224789	0.58459612912	17110.796485	0.640831441088
pat120701_1	82190551.0	0.513662897756	4240590925.54	0.445145644969	493.047665039	0.793197957735	-488879.875335	0.571660621076	17851.2750305	0.668563752311
pat120701_2	94890009.0	0.593030176802	3753149073.9	0.393977630594	496.677964077	0.799038256732	-497284.843944	0.581488780953	14145.1507658	0.529762443122
pat120701_3	90746677.0	0.567135765637	3845046511.67	0.403624339018	495.651086955	0.797386252486	-494977.803803	0.578791095762	14635.4883795	0.548126506996
pat120703_0	94834540.0	0.59268351448	4467182150.37	0.468931503753	520.285498549	0.837017238193	-558051.795416	0.652545240775	20175.2436268	0.755600737757
pat120703_1	77155850.0	0.482197734504	4542595781.02	0.476847864904	492.633738187	0.792532046594	-490801.170403	0.573907243994	19155.0203516	0.717391461392
pat120703_2	100036699.0	0.62519523309	4670475443.56	0.490271719233	508.259776099	0.817670673623	-528916.945359	0.618477063052	13056.6816911	0.488997233488
pat120703_3	98016457.0	0.61256940996	4044315425.86	0.424542105171	494.19834075	0.795049124851	-494364.590669	0.578074048858	12791.5637723	0.479068069868
pat120704_0	102629225.0	0.641397635939	5803349290.03	0.609192376263	551.686505182	0.887534086965	-643877.908734	0.752904064525	22398.9063385	0.838881079572
pat120704_1	105451612.0	0.659036591602	6065735595.32	0.636735735938	532.681893817	0.856960128317	-594234.108537	0.694854209981	15825.8595094	0.592708139843
pat120704_2	83713011.0	0.523177753245	5774560392.99	0.606170332315	515.890492256	0.829946704727	-551095.7866	0.644411389249	20303.2917901	0.760396381786
pat120704_3	93027507.0	0.581390174846	5914622626.68	0.62087302221	537.854999047	0.865282440326	-607166.76889	0.709976723756	21436.2539521	0.802827941043
pat120705_0	113923128.0	0.711980675855	7159917409.35	0.751594791638	566.004416944	0.910568246082	-693053.881942	0.810406876166	18973.3715798	0.71058837398
pat120705_1	95075892.0	0.594191882123	8590300297.34	0.901745731544	574.657289173	0.924488686371	-716750.960954	0.83811651935	26499.8284824	0.992468310276
pat120705_2	115425472.0	0.721369813208	8234637594.42	0.86441091051	587.166926862	0.944613756968	-752254.237936	0.879631473011	21051.7918908	0.788429115307
pat120705_3	106053087.0	0.66279560511	7080325236.38	0.743239798243	587.822252046	0.945668021361	-754237.996206	0.88195113586	26700.9316147	1.0
pat120706_0	77178832.0	0.482341364162	2275207838.19	0.238834369632	394.599797263	0.634818447598	-320916.615113	0.375256582987	6222.90619167	0.233059515731
pat120706_1	48223839.0	0.301382538263	3187436907.28	0.33459338163	391.747367573	0.63022955779	-317399.736094	0.371144200078	12077.7721017	0.452335232192
pat120706_2	66643935.0	0.416501852749	3896576026.41	0.409033523606	495.264575757	0.796764446696	-507644.770851	0.593602927084	19890.2766333	0.744928189036
pat120706_3	106258530.0	0.664079553756	4519235799.46	0.47439570806	497.824266182	0.800882387742	-508650.577772	0.59477904465	12570.0091831	0.470770434698
pat120706_4	125261634.0	0.782842469301	6024601298.52	0.632417763891	548.459661233	0.882342852503	-640421.137364	0.748861967135	14743.7995883	0.552182965039
pat120706_5	102344297.0	0.639616933165	7906861785.95	0.830003447912	563.613342638	0.906721568792	-681220.808905	0.79657013994	22465.0252097	0.841357355387
pat120706_6	160008736.0	1.0	8818700539.68	0.925721487511	609.903271019	0.981191197712	-818734.30933	0.957368440351	18962.9993241	0.710199913537
pat120706_7	114810482.0	0.717526335562	4540328929.49	0.476609907716	513.798598675	0.826581338995	-543246.390533	0.635232875554	14373.7443779	0.538323702908
pat120706_8	111702380.0	0.698101758644	4377684416.48	0.459536698365	528.545173093	0.850305115704	-579809.749799	0.677987412448	17926.260264	0.671372090036
